,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_snow_depth,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max
918,5,3.3,0.77,1.0161,1.85,0.0,0,4.4,13.9,10.1,18.4
919,1,2.1,0.67,1.0161,2.76,0.0,0,10.5,14.8,6.6,19.0
920,2,2.2,0.68,1.0161,2.59,0.0,0,9.3,18.6,7.0,25.2
921,8,2.6,0.69,1.0161,1.13,0.54,0,1.0,20.2,13.9,29.2
922,5,4.1,0.7,1.0161,2.33,0.09,0,7.5,18.6,15.4,23.3
923,8,4.2,0.9,1.0161,0.81,0.93,0,0.1,14.2,12.8,17.0
924,6,3.9,0.83,1.0161,1.04,0.03,0,0.7,15.4,12.3,19.1
925,7,1.4,0.83,1.0161,1.43,2.98,0,2.3,16.0,9.2,21.7
926,7,2.9,0.84,1.0161,1.14,0.09,0,1.1,17.4,14.3,20.5
927,7,3.1,0.83,1.0161,1.29,0.0,0,1.7,15.4,12.5,20.0
928,7,3.2,0.81,1.0161,1.35,0.0,0,2.0,15.2,13.2,18.0
929,5,1.8,0.83,1.0161,1.11,0.0,0,1.0,14.8,12.0,19.2
930,7,3.9,0.78,1.0161,1.55,0.37,0,3.0,16.8,10.8,22.2
931,7,3.2,0.76,1.0161,1.62,0.0,0,3.4,21.1,13.4,25.5
932,7,4.9,0.74,1.0161,1.78,0.26,0,4.3,20.0,15.6,23.1
933,3,5.2,0.65,1.0161,1.95,0.0,0,5.4,17.0,12.8,21.4
934,4,3.8,0.71,1.0161,1.93,0.0,0,5.3,16.2,11.0,20.5
935,4,2.5,0.68,1.0161,2.6,0.0,0,10.0,17.9,8.8,23.1
936,6,1.6,0.68,1.0161,1.82,2.04,0,4.7,20.8,11.3,27.0
937,6,4.3,0.8,1.0161,1.7,0.21,0,4.0,20.6,17.5,25.8
938,8,2.4,0.79,1.0161,0.76,0.21,0,0.1,15.5,13.8,19.4
939,5,1.8,0.75,1.0161,1.56,0.0,0,3.3,13.2,8.8,16.5
940,6,2.3,0.72,1.0161,1.61,0.0,0,3.6,16.0,10.8,20.0
941,4,1.1,0.76,1.0161,2.11,0.05,0,6.8,16.4,8.5,22.2
942,7,2.9,0.83,1.0161,1.51,0.0,0,3.1,17.2,14.2,22.5
943,5,1.9,0.75,1.0161,1.9,0.0,0,5.5,16.9,13.4,23.0
944,2,1.8,0.7,1.0161,1.91,0.0,0,5.6,19.4,12.6,25.3
945,7,1.3,0.8,1.0161,1.65,0.1,0,4.0,19.5,13.1,25.1
946,5,3.8,0.81,1.0161,1.66,0.85,0,4.1,18.1,15.5,23.4
947,7,1.8,0.84,1.0161,1.24,0.3,0,1.9,14.2,13.4,18.0
948,7,2.5,0.76,1.0161,1.38,0.09,0,2.6,18.2,11.5,22.4
949,6,8.1,0.65,1.0161,1.55,0.02,0,3.6,14.8,13.4,20.0
950,4,4.3,0.76,1.0161,1.54,0.14,0,3.6,14.4,10.6,17.5
951,1,3.1,0.7,1.0161,2.55,0.0,0,10.8,14.6,8.2,21.4
952,5,5.6,0.78,1.0161,0.98,0.0,0,0.9,16.4,12.0,20.2
953,3,4.7,0.73,1.0161,1.91,0.0,0,6.1,20.2,13.6,25.5
954,0,2.3,0.7,1.0161,2.6,0.0,0,11.6,20.5,12.8,25.6
955,4,4.4,0.76,1.0161,1.54,0.0,0,3.8,19.3,15.8,25.0
956,8,3.5,0.78,1.0161,0.77,0.0,0,0.3,18.5,14.8,22.0
957,6,4.9,0.75,1.0161,1.66,0.74,0,4.7,18.6,16.3,23.2
958,7,4.2,0.74,1.0161,1.37,0.0,0,3.0,16.6,13.6,19.5
959,5,4.2,0.86,1.0161,0.6,1.8,0,0.0,14.6,13.9,19.2
960,6,5.0,0.77,1.0161,1.78,0.0,0,5.7,14.2,10.0,19.5
961,3,1.7,0.75,1.0161,2.23,0.0,0,9.2,15.0,8.6,21.2
962,1,2.2,0.69,1.0161,2.18,0.4,0,8.9,18.3,9.2,24.6
963,5,4.1,0.77,1.0161,1.79,0.0,0,6.0,16.6,14.0,20.4
964,4,5.0,0.8,1.0161,1.04,0.45,0,1.5,14.6,12.6,18.8
965,7,4.4,0.78,1.0161,0.84,0.25,0,0.7,15.6,10.5,18.2
966,7,7.2,0.87,1.0161,1.12,0.82,0,2.0,15.4,13.2,19.5
967,7,5.2,0.78,1.0161,1.23,0.0,0,2.6,14.6,11.8,18.4
968,3,4.5,0.74,1.0161,1.68,0.0,0,5.6,15.6,9.5,20.5
969,3,6.3,0.69,1.0161,1.54,0.0,0,4.7,14.5,12.4,18.4
970,6,3.4,0.75,1.0161,1.38,0.0,0,3.7,16.0,9.8,20.5
971,3,4.2,0.75,1.0161,1.57,0.0,0,5.1,15.7,13.0,21.0
972,1,1.0,0.8,1.0161,1.91,0.0,0,7.8,12.8,6.5,20.0
973,3,2.7,0.74,1.0161,1.98,0.0,0,8.5,14.6,9.6,19.8
974,3,2.0,0.75,1.0161,1.95,0.0,0,9.0,13.7,6.6,18.0
975,1,1.1,0.74,1.0161,2.1,0.0,0,10.6,14.4,7.5,23.9
976,3,3.1,0.59,1.0161,1.98,0.0,0,9.6,22.1,10.1,30.7
977,7,3.3,0.75,1.0161,0.66,0.51,0,0.4,17.9,15.4,23.5
978,3,6.2,0.82,1.0161,1.0,0.22,0,2.1,14.2,12.4,17.3
979,8,4.8,0.95,1.0161,0.49,1.41,0,0.0,15.2,10.3,19.0
980,5,5.4,0.8,1.0161,0.67,0.1,0,0.5,13.2,11.5,17.0
981,1,4.9,0.82,1.0161,1.34,0.77,0,4.6,11.2,8.4,16.2
982,1,3.3,0.8,1.0161,1.74,0.0,0,8.2,12.7,6.0,19.0
983,4,4.3,0.64,1.0161,1.77,0.01,0,8.6,18.7,9.5,25.2
984,7,4.8,0.78,1.0161,0.97,0.0,0,2.2,17.8,15.9,20.8
985,8,7.8,0.75,1.0161,1.14,0.43,0,3.5,18.6,16.3,22.0
986,3,2.9,0.8,1.0161,1.53,0.0,0,6.8,12.0,9.6,17.4
987,0,2.1,0.74,1.0161,1.75,0.0,0,9.1,11.8,5.2,18.5
988,1,3.3,0.72,1.0161,1.81,0.0,0,9.9,15.8,8.5,24.0
989,3,4.0,0.79,1.0161,1.32,0.0,0,5.3,11.4,7.2,18.5
990,3,3.3,0.82,1.0161,1.33,0.27,0,5.5,9.4,5.8,15.8
991,8,3.0,0.91,1.0161,0.8,0.82,0,1.6,8.7,6.0,12.0
992,8,2.4,0.91,1.0161,0.42,0.0,0,0.0,9.5,7.8,10.5
993,5,1.2,0.89,1.0161,0.94,0.0,0,2.6,9.3,5.2,13.7
994,7,2.2,0.91,1.0161,0.57,0.04,0,0.5,10.0,4.0,13.4
995,7,2.8,0.92,1.0161,0.49,0.14,0,0.2,11.2,9.6,13.0
996,8,2.9,0.84,1.0161,0.4,0.0,0,0.0,12.2,9.5,13.7
997,5,1.4,0.83,1.0161,0.69,0.0,0,1.2,12.8,9.4,17.0
998,2,3.6,0.65,1.0161,1.23,0.0,0,5.6,13.6,9.0,18.0
999,2,4.9,0.71,1.0161,1.47,0.24,0,8.2,14.2,7.8,19.4
1000,8,2.5,0.94,1.0161,0.38,0.2,0,0.0,12.8,11.6,14.7
1001,4,1.6,0.9,1.0161,0.74,0.21,0,1.8,12.4,7.0,16.5
1002,5,3.5,0.89,1.0161,0.72,0.03,0,1.7,12.4,10.8,16.7
1003,4,6.0,0.74,1.0161,1.11,0.13,0,5.1,15.7,9.8,21.0
1004,4,4.5,0.75,1.0161,1.27,0.0,0,6.9,19.1,14.4,23.9
1005,2,4.0,0.75,1.0161,1.36,0.0,0,8.1,19.1,15.4,25.0
1006,5,2.5,0.84,1.0161,1.17,0.0,0,6.1,17.7,13.4,24.5
1007,8,3.4,0.85,1.0161,0.34,0.0,0,0.0,14.6,12.6,16.0
1008,5,0.9,0.91,1.0161,0.79,0.0,0,2.7,11.0,8.0,16.5
1009,3,1.3,0.84,1.0161,0.89,0.0,0,3.7,12.8,7.0,18.4
1010,0,2.1,0.76,1.0161,1.34,0.0,0,8.8,12.3,4.6,19.5
1011,0,2.9,0.77,1.0161,1.3,0.0,0,8.5,12.7,6.2,20.3
1012,0,1.2,0.82,1.0161,1.28,0.0,0,8.5,12.5,6.4,20.6
1013,3,1.0,0.89,1.0161,1.06,0.0,0,6.0,12.1,6.5,18.2
1014,8,1.4,0.98,1.0161,0.3,0.0,0,0.0,10.4,8.5,12.4
1015,8,4.1,0.9,1.0161,0.3,0.0,0,0.0,8.2,7.0,11.1
1016,8,2.3,0.88,1.0161,0.29,0.03,0,0.0,7.6,6.0,8.8
1017,7,2.3,0.85,1.0161,0.6,0.0,0,1.8,9.9,6.3,12.6
1018,3,1.2,0.79,1.0161,0.91,0.0,0,5.0,9.0,7.0,14.1
1019,8,0.9,0.9,1.0161,0.28,0.0,0,0.0,7.8,2.5,12.0
1020,5,0.7,0.86,1.0161,0.27,0.0,0,0.0,9.8,7.1,14.9
1021,5,2.4,0.83,1.0161,0.84,0.0,0,4.6,10.6,4.4,17.0
1022,7,3.1,0.76,1.0161,0.63,0.0,0,2.5,12.3,9.5,14.6
1023,7,2.4,0.83,1.0161,0.32,0.0,0,0.2,11.1,9.0,12.9
1024,0,2.9,0.78,1.0161,1.07,0.0,0,8.2,9.3,3.8,16.5
1025,0,2.0,0.78,1.0161,1.05,0.0,0,8.1,8.1,1.0,16.6
1026,0,2.8,0.81,1.0161,0.96,0.0,0,7.1,7.9,1.5,14.5
1027,8,1.5,0.9,1.0161,0.24,0.0,0,0.0,10.4,6.5,11.9
1028,8,3.5,0.81,1.0161,0.24,0.19,0,0.0,12.0,8.0,14.3
1029,8,6.3,0.87,1.0161,0.49,0.68,0,1.7,10.4,6.6,16.3
1030,4,3.3,0.72,1.0161,0.76,0.0,0,4.9,6.0,4.8,9.8
1031,5,5.6,0.8,1.0161,0.42,0.0,0,1.2,6.8,4.0,10.2
1032,5,3.2,0.85,1.0161,0.58,0.0,0,2.9,6.3,2.8,11.9
1033,5,6.0,0.9,1.0161,0.22,0.6,0,0.0,5.2,2.5,7.5
1034,6,3.8,0.85,1.0161,0.46,0.05,0,1.7,5.4,2.6,10.0
1035,1,3.5,0.85,1.0161,0.78,0.0,0,6.0,4.0,0.8,9.2
1036,5,8.3,0.82,1.0161,0.67,0.34,0,4.5,5.4,1.9,7.7
1037,7,6.3,0.75,1.0161,0.3,0.0,0,0.5,9.9,5.5,12.2
1038,3,4.8,0.69,1.0161,0.3,0.0,0,0.5,11.1,8.2,13.7
1039,4,4.7,0.82,1.0161,0.55,0.0,0,3.2,6.5,3.2,10.4
1040,6,1.8,0.86,1.0161,0.19,0.04,0,0.0,8.1,3.5,12.4
1041,2,3.2,0.73,1.0161,0.35,0.0,0,1.1,11.5,5.6,15.1
1042,7,3.2,0.7,1.0161,0.19,0.0,0,0.0,12.0,7.5,16.2
1043,8,2.1,0.91,1.0161,0.18,0.02,0,0.0,9.4,7.0,12.0
1044,8,7.0,0.82,1.0161,0.18,0.01,0,0.0,7.6,4.5,11.0
1045,7,6.5,0.75,1.0161,0.23,0.03,0,0.2,4.0,2.3,6.9
1046,8,2.4,0.94,1.0161,0.17,0.63,0,0.0,2.4,1.0,3.5
1047,8,1.7,0.91,1.0161,0.17,0.03,0,0.0,2.6,0.9,3.5
1048,3,4.0,0.8,1.0161,0.61,0.28,0,5.4,3.0,0.2,5.0
1049,7,5.6,0.89,1.0161,0.28,0.09,0,0.8,2.8,0.5,5.6
1050,8,4.0,0.85,1.0161,0.4,0.0,0,2.2,1.9,0.5,4.7
1051,5,5.7,0.82,1.0161,0.23,0.21,0,0.4,1.5,-0.6,3.4
1052,8,3.2,0.86,1.0161,0.16,0.49,0,0.0,4.0,0.2,5.4
1053,8,1.3,0.95,1.0161,0.16,1.01,0,0.0,1.4,0.0,4.0
1054,3,3.2,0.87,1.0161,0.38,0.03,0,2.2,1.1,0.0,3.2
1055,7,4.0,0.94,1.0161,0.15,0.32,0,0.0,0.0,-1.2,1.0
1056,8,2.0,0.95,1.0161,0.15,0.0,4,0.0,-2.6,-4.6,-0.2
1057,8,1.6,0.96,1.0161,0.21,0.0,4,0.4,-1.6,-2.9,0.9
1058,8,6.4,0.85,1.0161,0.15,0.0,4,0.0,0.9,-1.6,1.8
1059,8,3.2,0.84,1.0161,0.14,0.0,0,0.0,4.4,1.6,5.3
1060,8,1.1,0.96,1.0161,0.14,0.0,0,0.0,3.1,0.6,6.8
1061,8,0.8,0.98,1.0161,0.14,0.35,0,0.0,2.4,-0.5,3.9
1062,7,1.5,0.92,1.0161,0.16,0.03,0,0.1,6.8,3.6,9.2
1063,8,1.9,0.98,1.0161,0.14,0.0,0,0.0,5.7,4.5,6.8
1064,5,3.2,0.9,1.0161,0.25,0.1,0,1.0,5.4,3.8,8.5
1065,0,1.8,0.84,1.0161,0.47,0.0,0,5.1,0.2,-1.0,4.0
1066,0,3.3,0.66,1.0161,0.53,0.0,0,6.6,-0.3,-2.2,3.0
1067,0,3.2,0.59,1.0161,0.51,0.0,0,6.3,-0.4,-2.7,3.6
1068,0,0.5,0.69,1.0161,0.49,0.0,0,5.9,-2.6,-6.0,4.5
1069,3,0.5,0.81,1.0161,0.45,0.0,0,5.0,-2.4,-6.5,3.4
1070,1,0.5,0.74,1.0161,0.4,0.0,0,4.1,-0.1,-5.7,6.0
1071,0,2.6,0.76,1.0161,0.43,0.0,0,4.7,0.0,-3.4,3.5
1072,3,5.6,0.63,1.0161,0.34,0.52,0,3.0,2.3,-2.5,5.0
1073,8,7.3,0.84,1.0161,0.12,0.44,0,0.0,5.6,3.0,7.0
1074,6,5.3,0.9,1.0161,0.17,0.0,0,0.4,4.0,2.9,6.5
1075,8,6.8,0.88,1.0161,0.11,0.38,0,0.0,6.4,2.4,8.0
1076,8,3.0,0.95,1.0161,0.11,1.15,0,0.0,3.5,1.0,8.0
1077,5,2.1,0.92,1.0161,0.11,0.0,0,0.0,1.8,0.6,3.5
1078,5,4.4,0.91,1.0161,0.16,1.08,0,0.4,2.5,-1.1,4.3
1079,8,6.9,0.91,1.0161,0.11,1.28,0,0.0,9.2,3.9,10.6
1080,7,8.8,0.86,1.0161,0.11,0.64,0,0.0,4.8,4.0,11.6
1081,7,4.3,0.97,1.0161,0.22,0.52,0,1.1,2.5,1.4,4.4
1082,8,2.8,0.88,1.0161,0.11,0.91,0,0.0,3.2,0.5,5.0
1083,7,3.5,0.94,1.0161,0.11,0.26,0,0.0,1.8,0.6,4.9
1084,8,3.5,0.88,1.0161,0.11,0.84,0,0.0,1.7,-0.5,2.6
1085,8,5.4,0.96,1.0161,0.11,0.68,0,0.0,2.0,0.4,6.5
1086,0,5.4,0.8,1.0161,0.3,0.0,0,2.4,-6.7,-8.6,1.2
1087,2,4.8,0.66,1.0161,0.42,0.0,0,4.9,-7.7,-10.5,-6.2
1088,2,6.5,0.6,1.0161,0.44,0.0,0,5.4,-6.4,-9.4,-2.6
1089,8,4.7,0.71,1.0161,0.13,0.0,0,0.1,-5.4,-6.9,-4.5
1090,8,2.4,0.76,1.0161,0.11,0.13,0,0.0,-6.0,-6.5,-5.6
1091,8,3.6,0.86,1.0161,0.11,0.12,2,0.0,-4.4,-7.0,-3.4
1092,8,2.3,0.82,1.0161,0.11,0.0,3,0.0,-4.8,-5.9,-3.3
1093,7,3.0,0.75,1.0161,0.11,0.0,3,0.0,-5.1,-8.0,-4.0
1094,8,4.8,0.92,1.0161,0.11,0.8,2,0.0,-1.2,-4.4,-0.2
1095,8,4.2,0.89,1.0161,0.12,0.0,4,0.0,-2.2,-4.0,1.0
1096,8,4.8,0.78,1.0161,0.12,0.0,7,0.0,-5.1,-6.3,-3.8
1097,7,3.5,0.8,1.0161,0.12,0.0,6,0.0,-2.1,-4.5,0.2
1098,8,4.2,0.8,1.0161,0.12,0.99,4,0.0,-0.2,-4.2,1.9
1099,8,4.1,0.91,1.0161,0.12,0.28,3,0.0,2.1,-0.4,3.0
1100,7,4.0,0.88,1.0161,0.16,0.9,3,0.3,1.7,0.6,3.6
1101,8,3.6,0.96,1.0161,0.12,0.01,0,0.0,-0.6,-1.8,1.0
1102,8,6.7,0.78,1.0161,0.12,0.0,0,0.0,-2.5,-3.5,-1.7
1103,8,3.5,0.83,1.0161,0.12,0.0,0,0.0,-1.7,-2.6,-0.4
1104,3,3.8,0.66,1.0161,0.46,0.0,0,4.9,-6.1,-6.8,-2.3
1105,2,3.3,0.78,1.0161,0.47,0.0,0,5.0,-9.2,-11.5,-6.5
1106,3,4.4,0.72,1.0161,0.5,0.0,0,5.5,-8.6,-11.5,-6.2
1107,1,3.6,0.72,1.0161,0.49,0.0,0,5.2,-8.1,-10.2,-5.8
1108,3,2.2,0.82,1.0161,0.13,0.06,0,0.0,-9.0,-14.0,-6.8
1109,6,4.4,0.83,1.0161,0.13,0.04,2,0.0,-3.5,-7.6,1.4
1110,6,1.6,0.88,1.0161,0.14,1.82,2,0.0,-5.2,-10.8,-3.0
1111,5,5.3,0.8,1.0161,0.14,0.07,24,0.0,-5.8,-7.6,-0.4
1112,0,3.6,0.75,1.0161,0.51,0.0,24,5.1,-8.4,-11.8,-4.8
1113,1,4.0,0.75,1.0161,0.14,0.0,23,0.0,-12.0,-16.6,-8.4
1114,2,7.5,0.62,1.0161,0.35,0.0,18,2.2,-6.4,-12.2,-4.6
1115,1,4.3,0.63,1.0161,0.59,0.0,16,6.3,-4.4,-7.5,0.6
1116,0,5.4,0.73,1.0161,0.6,0.0,13,6.3,-7.1,-9.5,-3.8
1117,5,2.2,0.7,1.0161,0.44,0.0,11,3.4,-6.0,-10.8,-3.9
1118,7,1.0,0.9,1.0161,0.15,0.0,11,0.0,-3.8,-5.8,-2.4
1119,8,1.7,0.86,1.0161,0.15,0.0,10,0.0,-3.0,-3.6,-1.1
1120,8,1.7,0.83,1.0161,0.16,0.0,10,0.0,-2.8,-4.8,-1.2
1121,5,5.6,0.89,1.0161,0.16,0.21,10,0.0,-0.6,-3.6,2.1
1122,5,3.1,0.85,1.0161,0.16,0.0,12,0.0,-4.2,-7.2,0.2
1123,8,1.8,0.95,1.0161,0.17,0.0,12,0.0,-1.8,-11.5,0.2
1124,3,2.7,0.83,1.0161,0.63,0.0,11,5.7,-2.5,-4.0,0.5
1125,4,2.4,0.79,1.0161,0.17,0.0,11,0.0,-5.8,-7.0,-3.1
1126,3,2.3,0.75,1.0161,0.17,0.05,11,0.0,-9.1,-15.5,-5.2
1127,5,1.4,0.84,1.0161,0.18,0.02,12,0.0,-7.1,-8.4,-4.6
1128,4,3.8,0.81,1.0161,0.48,0.0,12,2.9,-6.5,-11.5,-4.0
1129,8,2.4,0.86,1.0161,0.18,0.06,12,0.0,-6.0,-7.5,-4.5
1130,8,3.0,0.89,1.0161,0.19,0.14,13,0.0,-4.7,-7.1,-3.5
1131,3,1.9,0.76,1.0161,0.45,0.0,12,2.2,-4.0,-5.6,-1.6
1132,2,4.2,0.68,1.0161,0.66,0.0,12,5.0,-4.3,-14.6,-1.0
1133,6,5.4,0.58,1.0161,0.2,0.1,10,0.0,0.0,-4.0,2.5
1134,7,4.7,0.8,1.0161,0.36,0.04,10,1.1,1.8,0.2,3.5
1135,8,2.3,0.87,1.0161,0.2,0.0,9,0.0,1.2,0.2,4.0
1136,7,3.3,0.8,1.0161,0.21,0.0,8,0.0,0.0,-1.6,1.0
1137,7,2.0,0.85,1.0161,0.4,0.09,7,1.3,1.2,-0.8,4.0
1138,8,1.7,0.97,1.0161,0.22,0.66,9,0.0,-0.2,-0.5,0.8
1139,8,2.7,0.9,1.0161,0.22,0.02,16,0.0,-1.2,-2.0,-0.2
1140,5,2.2,0.79,1.0161,0.72,0.0,16,4.7,-1.0,-4.0,1.8
1141,7,4.4,0.81,1.0161,0.23,0.01,13,0.0,-0.4,-3.2,1.3
1142,8,2.3,0.91,1.0161,0.23,0.07,11,0.0,1.8,0.4,3.5
1143,8,3.7,0.9,1.0161,0.23,0.1,11,0.0,-1.6,-2.0,1.5
1144,8,3.2,0.86,1.0161,0.24,0.08,12,0.0,-1.4,-2.6,0.0
1145,4,2.4,0.74,1.0161,0.47,0.0,12,1.4,-2.4,-8.0,0.5
1146,8,4.1,0.82,1.0161,0.25,0.0,12,0.0,-2.5,-4.4,-1.2
1147,5,3.3,0.82,1.0161,0.38,0.0,12,0.6,-4.2,-5.2,-2.1
1148,5,1.0,0.8,1.0161,0.4,0.0,12,0.7,-3.2,-11.0,-0.6
1149,0,1.4,0.75,1.0161,0.94,0.0,12,6.1,-2.8,-6.6,0.2
1150,3,2.2,0.75,1.0161,0.71,0.0,12,3.3,-4.3,-14.1,0.8
1151,0,2.7,0.66,1.0161,0.97,0.0,12,6.2,-2.0,-11.4,2.2
1152,0,2.7,0.72,1.0161,1.0,0.0,10,6.4,-2.4,-10.4,3.5
1153,0,2.7,0.55,1.0161,1.17,0.0,10,8.3,1.0,-4.4,4.8
1154,0,2.5,0.48,1.0161,1.24,0.0,8,9.0,0.8,-4.2,4.4
1155,2,1.9,0.6,1.0161,1.33,0.0,0,8.8,-0.6,-3.4,4.2
1156,0,2.8,0.47,1.0161,1.35,0.0,0,8.8,1.1,-4.4,5.0
1157,1,3.2,0.45,1.0161,1.39,0.0,0,9.1,2.8,-3.5,7.5
1158,1,2.8,0.64,1.0161,1.36,0.0,0,8.5,1.8,-2.9,7.6
1159,5,4.1,0.71,1.0161,1.17,0.0,0,6.3,5.2,-0.6,10.0
1160,6,4.8,0.6,1.0161,0.6,0.0,0,1.2,8.0,4.4,11.2
1161,5,4.8,0.73,1.0161,0.72,0.0,0,2.0,6.8,5.2,11.4
1162,6,5.0,0.76,1.0161,0.78,0.0,0,2.4,8.4,4.2,13.0
1163,6,5.7,0.74,1.0161,0.83,0.31,0,2.7,8.2,5.4,12.0
1164,7,5.8,0.86,1.0161,0.65,0.53,0,1.3,6.8,5.8,10.4
1165,6,6.5,0.87,1.0161,0.91,0.33,0,3.1,6.9,4.0,9.0
1166,8,8.7,0.84,1.0161,0.37,0.68,0,0.0,4.8,2.8,9.0
1167,7,4.7,0.81,1.0161,0.55,0.39,0,0.6,4.5,2.3,7.8
1168,8,3.9,0.94,1.0161,0.38,0.28,0,0.0,6.8,3.6,9.1
1169,6,4.4,0.84,1.0161,0.87,0.15,0,2.5,8.6,5.6,14.4
1170,8,4.3,0.93,1.0161,0.39,0.34,0,0.0,7.6,6.0,10.0
1171,4,3.0,0.75,1.0161,1.47,0.15,0,7.4,9.0,3.3,14.4
1172,7,4.6,0.84,1.0161,0.72,0.98,0,1.3,9.9,7.3,14.0
1173,7,4.5,0.84,1.0161,0.87,0.0,0,2.2,7.3,5.8,11.5
1174,7,3.8,0.81,1.0161,0.42,0.0,0,0.0,7.2,5.0,11.2
1175,8,4.7,0.98,1.0161,0.42,0.06,0,0.0,2.5,1.8,7.4
1176,3,5.4,0.68,1.0161,1.08,0.0,0,3.5,2.8,0.8,5.6
1177,3,2.7,0.69,1.0161,1.48,0.0,0,6.6,2.0,-1.6,6.6
1178,5,3.2,0.76,1.0161,0.49,0.0,0,0.1,2.3,-0.6,5.0
1179,7,6.7,0.76,1.0161,0.9,0.01,0,2.0,6.0,-1.0,9.1
1180,8,3.4,0.91,1.0161,0.45,0.52,0,0.0,5.1,3.9,7.6
1181,4,1.6,0.79,1.0161,1.28,0.0,0,4.5,6.0,3.0,10.5
1182,8,2.7,0.85,1.0161,0.46,0.79,0,0.0,6.3,4.7,8.5
1183,6,3.3,0.81,1.0161,1.02,0.25,0,2.5,6.9,4.5,11.3
1184,7,1.7,0.71,1.0161,0.96,0.06,0,2.1,8.1,5.0,11.1
1185,8,3.8,0.89,1.0161,0.48,0.04,0,0.0,4.6,4.2,8.6
1186,8,2.4,0.92,1.0161,0.48,0.0,0,0.0,3.6,3.0,4.2
1187,3,1.0,0.8,1.0161,1.25,0.0,0,3.8,5.1,2.4,9.5
1188,4,2.2,0.76,1.0161,1.46,0.26,0,5.2,7.0,1.8,12.2
1189,6,2.3,0.82,1.0161,1.09,0.18,0,2.6,5.4,4.2,8.9
1190,8,4.1,0.88,1.0161,0.56,0.04,0,0.1,6.6,-1.0,10.7
1191,2,7.2,0.57,1.0161,1.98,0.0,0,9.1,11.5,4.8,16.0
1192,3,5.7,0.59,1.0161,1.98,0.0,0,8.9,10.6,4.6,16.3
1193,4,3.3,0.58,1.0161,2.12,0.0,0,10.0,13.0,6.0,19.0
1194,6,4.9,0.64,1.0161,0.98,0.13,0,1.7,13.1,6.4,17.2
1195,7,5.6,0.82,1.0161,0.66,0.32,0,0.3,12.8,8.0,14.2
1196,5,3.1,0.67,1.0161,1.72,0.0,0,6.4,12.6,6.2,18.0
1197,6,4.3,0.63,1.0161,1.02,0.0,0,1.8,9.2,6.8,12.7
1198,1,1.4,0.61,1.0161,2.23,0.0,0,10.3,5.5,-1.9,11.5
1199,5,3.9,0.61,1.0161,1.84,0.01,0,7.0,9.4,-0.4,14.0
1200,8,4.9,0.69,1.0161,0.56,0.39,0,0.0,10.4,6.5,12.8
1201,7,4.1,0.8,1.0161,0.7,0.03,0,0.3,12.1,6.8,15.5
1202,6,4.5,0.67,1.0161,1.41,0.04,0,3.8,14.4,7.4,19.0
1203,4,2.5,0.7,1.0161,1.71,0.02,0,5.7,11.8,7.2,16.0
1204,4,1.0,0.6,1.0161,1.66,0.0,0,5.3,13.6,3.0,18.4
1205,3,2.4,0.56,1.0161,2.1,0.24,0,8.4,16.0,4.8,21.0
1206,6,2.0,0.85,1.0161,1.11,0.66,0,1.9,12.4,9.4,17.0
1207,4,2.0,0.76,1.0161,1.57,0.12,0,4.5,12.4,6.2,16.2
1208,2,2.8,0.59,1.0161,2.1,0.0,0,8.1,14.6,3.5,19.5
1209,4,4.0,0.55,1.0161,1.56,0.0,0,4.3,14.9,8.3,19.5
1210,8,3.8,0.81,1.0161,0.61,0.0,0,0.0,9.9,6.2,14.6
1211,4,4.0,0.75,1.0161,1.72,0.0,0,5.2,9.0,4.4,14.5
1212,4,1.6,0.63,1.0161,2.02,0.0,0,7.2,10.8,1.2,16.2
1213,8,2.5,0.92,1.0161,0.62,0.56,0,0.0,11.0,5.6,12.1
1214,8,2.5,0.96,1.0161,0.63,1.21,0,0.0,13.8,9.2,15.0
1215,6,3.5,0.77,1.0161,1.05,0.0,0,1.3,11.6,8.4,14.8
1216,8,4.9,0.82,1.0161,0.64,0.48,0,0.0,9.9,4.0,12.0
1217,5,4.4,0.7,1.0161,1.85,0.0,0,5.7,8.6,5.0,11.2
1218,7,4.5,0.86,1.0161,1.62,0.34,0,4.2,7.5,1.2,10.0
1219,4,1.1,0.79,1.0161,1.68,0.0,0,4.5,6.5,0.2,12.0
1220,7,3.6,0.68,1.0161,1.5,0.0,0,3.4,11.6,3.8,16.8
1221,3,3.1,0.68,1.0161,1.77,0.0,0,5.0,8.8,6.4,13.4
1222,4,1.9,0.61,1.0161,2.71,0.0,0,11.6,14.8,3.0,20.5
1223,1,2.0,0.6,1.0161,2.73,0.48,0,11.7,18.1,5.9,25.0
1224,8,1.9,0.91,1.0161,0.67,0.79,0,0.0,11.8,10.0,15.2
1225,7,3.0,0.78,1.0161,1.8,0.16,0,5.0,11.5,6.9,17.0
1226,7,6.0,0.74,1.0161,1.18,0.0,0,1.6,10.6,7.0,14.0
1227,4,2.5,0.69,1.0161,2.8,0.0,0,11.9,11.8,7.8,17.2
1228,5,3.6,0.8,1.0161,1.3,0.5,0,2.1,11.4,9.8,17.5
